Atualizado em: 2026-04-06
"ICAO";"Estrangeira";"Razao";"Servico";"Endereco";"Cidade";"UF";"CEP";"Telefone";"Email";"Instrumento";"Data";"Ativa"
"";"";"AERONORTE AVIAÇÃO AGRÍCOLA LTDA. (EX - CONQUISTA)";"AEROAGRÍCOLA";"AVENIDA RIO DE JANEIRO Nº 376W, ANDAR PRIMEIRO SALA 2 – AERONORTE, BAIRRO CENTRO";"JUARA";"MT";"78.575-000";"(66) 99644-8313";"aeronorteaviacaoagricola@gmail.com";"Portaria nº 18208";"11/6/2025 12:00:00 AM";"ATIVA"
"";"";"TEXTOR AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ROD GO 206, S/N, AEROPORTO MUNICIPAL CHICO ANTA, ZONA RURAL";"QUIRINÓPOLIS";"GO";"75.860-000";"(64) 9996-3790";"contato@aerotek.com.br";"PORTARIA Nº 9.400, DE 3 DE OUTUBRO DE 2022";"10/14/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROCLUBE DE UBERLÂNDIA";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"RUA SALGADO FILHO, 20, AEROPORTO";"UBERLÂNDIA";"MG";"38.406-393";"(34) 32124999";"aeroclube@aeroclubeuberlandia.com.br ";"DECISÃO 375";"7/28/2021 12:00:00 AM";"ATIVA"
"SID";"0S";"SIDERAL LINHAS AÉREAS LTDA.";"TRANSPORTE AÉREO NÃO REGULAR, TRANSPORTE AÉREO REGULAR";"RODOVIA CONTORNO LESTE BR-116, Nº 9.119, 3º ANDAR, SALA 01, BAIRRO COSTEIRA. CAIXA POSTAL Nº 1054";"SÃO JOSÉ DOS PINHAIS";"PR";"83.015-162";"(41) 3116-9000 / (41) 3116-9059";"office@siderallinhasaereas.com.br  ";"PORTARIA Nº 8.905, DE 22 DE AGOSTO DE 2022";"8/30/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROTERRA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"CHACARA, S/N. AEROTERRA. AERODROMO J LEM. ZONA RURAL.";"LUÍS EDUARDO MAGALHÃES";"BA";"47.850-000";"(77) 3628-0285";"contato@terra.com.br ";"PORTARIA Nº 9403, DE 03 DE OUTUBRO DE 2022";"10/10/2022 12:00:00 AM";"ATIVA"
"GLO";"G3";"GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.)";"TRANSPORTE AÉREO NÃO REGULAR, TRANSPORTE AÉREO REGULAR";"PRAÇA SENADOR SALGADO FILHO, S/Nº, SALA DE GERÊNCIA - BACK OFFICE, ÁREA PÚBLICA, EIXOS 46-48/O-P";"RIO DE JANEIRO";"RJ";"20.021-340";"(11) 3814-5137";"gr-gol-anac@voegol.com.br";"PORTARIA Nº 12.669, DE 2 DE OUTUBRO DE 2023";"10/16/2023 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA ROSARIENSE LTDA.";"AEROAGRÍCOLA";"RUA LARGO DO AEROPORTO, 30 BAIRRO AEROPORTO MUNICIPAL";"ROSÁRIO DO SUL";"RS";"97.590-000";"(55)3231-1975";"aag.rosariense@hotmail.com    ";"PORTARIA Nº 10.380, DE 25 DE JANEIRO DE 2023";"1/30/2023 12:00:00 AM";"ATIVA"
"";"..";"AVIAÇÃO AGRÍCOLA AIR-GROUND SERVICES EIRELI";"AEROAGRÍCOLA";"ROD. MS-306, KM 88 - ZONA RURAL";"CHAPADÃO DO SUL";"MS";"79.560-000";"(67) 999229689";"ags.avag@hotmail.com";"PORTARIA Nº 9.674, DE 3 DE NOVEMBRO DE 2022";"11/7/2022 12:00:00 AM";"ATIVA"
"ACN";"2F";"AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA)";"TRANSPORTE AÉREO NÃO REGULAR, TRANSPORTE AÉREO REGULAR";"AVENIDA EMILIO ANTONON, 901, BAIRRO CHÁCARA AEROPORTO";"JUNDIAÍ";"SP";"13.212-010";"(11) 45822355/ (11) 987433988";"N/I";"PORTARIA Nº 10.039, DE 14 DE DEZEMBRO DE 2022";"12/26/2022 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA BUTUÍ LTDA.";"AEROAGRÍCOLA";"RUA RIACHUELO N°544 BAIRRO CENTRO";"SÃO BORJA";"RS";"97.670-000";"(00) 00000000";"N/I";"PORTARIA Nº 7.898, DE 28 DE ABRIL DE 2022";"4/28/2022 12:00:00 AM";"ATIVA"
"";"..";"RIO BRANCO AEROTÁXI LTDA.";"TÁXI-AÉREO";"AVENIDA PLÁCIDO DE CASTRO S/N -AEROPORTO PLÁCIDO DE CASTRO DE RIO BRANCO - HANGAR RBA - VILA AEROPORTO";"RIO BRANCO";"AC";"69.923-000";"(68) 30159107/(68) 992820723";"ricardolima_m@hotmaii.com";"PORTARIA Nº 8210, DE 01 DE JUNHO DE 2022";"6/1/2022 12:00:00 AM";"ATIVA"
"";"";"DS AIR TÁXI AÉREO LTDA.";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROREPORTAGEM, TÁXI-AÉREO";"AV. AYRTON SENNA, 2541, HANGAR 27 E 28, RUA E - AEROPORTO DE JACAREPAGUA";"RIO DE JANEIRO";"RJ";"22.775-002";"(21)  3150-3737  /  (21) 3150-3838";"adm@dstaxiaereo.com.br";"PORTARIA Nº 8.835, DE 11 DE AGOSTO DE 2022";"8/16/2022 12:00:00 AM";"ATIVA"
"";"";"INFINITY SERVIÇOS AÉREOS ESPECIALIZADOS LTDA";"VOOS PANORÂMICOS";"AV. AYRTON SENNA 2541, RUA D2,HANGAR: 14,AEROPORTO DE JACARE PAGUA, BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";"22.775-002";"21-970045261";"gustavo@airtech.aero";"Portaria nº 15548, DE 27 de setembro de 2024";"9/30/2024 12:00:00 AM";"ATIVA"
"";"..";"SANTA FÉ AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"AVENIDA DAS ACACIAS N° 608-W SALA 01";"LUCAS DO RIO VERDE";"MT";"78.455-000";"65 99680-9260";" fazendazanchetin.lrv@hotmail.com";"PORTARIA Nº 9.299, DE 26 DE SETEMBRO DE 2022";"9/29/2022 12:00:00 AM";"ATIVA"
"";"..";"LUSA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA JOÃO JACOB BAINY, 714, TRÊS VENDAS";"PELOTAS";"RS";"96.085-340";".(53) 98114 8519 / (53) 99983 1492";".lusaaviacao@gmail.com    ";"PORTARIA Nº 10.286, DE 17 DE JANEIRO DE 2023";"1/24/2023 12:00:00 AM";"ATIVA"
"";"";"VEE ONE - MANUTENÇÃO E SERVIÇOS LTDA";"TÁXI-AÉREO";"AV. AYRTON SETMA 2541, RUA D, HANGAR 38";"RIO DE JANEIRO";"RJ";"22.775-002";"(21) 96649-7109";"135@veeone.com.br";"Portaria nº 17769";"8/28/2025 12:00:00 AM";"ATIVA"
"";"..";"AIR MIDIA PUBLICIDADE AÉREA LTDA.";"AEROPUBLICIDADE";"RUA CARMO TALIBERTI, N° 205, LOJA -12 CENTRO";"MOCOCA";"SP";"13.730-010";"(19) 99152-1463 // (19) 99190-8305";"airmicliapublicidade@amail.com";"PORTARIA Nº 7.893";"4/28/2022 12:00:00 AM";"ATIVA"
"";"..";"RDB AEROAGRÍCOLA LTDA (ANTIGA MAPA - MALEK PULVERIZAÇÕES AÉREAS LTDA.";"AEROAGRÍCOLA";"AV. SETE DE SETEMBRO, 1173- CENTRO";"NOVA GRANADA";"SP";"15.440-000";"(17) 996410224 / (17) 992217614";"ronei.bogas@hotmail.com";"PORTARIA Nº 9.580, DE 21 DE OUTUBRO DE 2022";"10/26/2022 12:00:00 AM";"ATIVA"
"";"..";"CAMPAGNARO AERO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA REINALDO BEZERRA, Nº 40 - A";"SEBASTIÃO LEAL";"PI";"64.873-000";"(45) 9906-3520 / (45) 3278-2781";"celiorodrigues_jr@hotmail.com";"PORTARIA Nº 8441, DE 29 DE JUNHO DE 2022";"6/29/2022 12:00:00 AM";"ATIVA"
"";"..";"AERO GREEN AVIAÇÃO AGRÍCOLA LTDA  (EX FARIA, FERREIRA E SIMÕES LTDA - ME)";"AEROAGRÍCOLA, AEROFOTOGRAFIA, AEROPUBLICIDADE";"  AVENIDA BRASIL, S/N - CENTRO";"ANICUNS";"GO";"76.170-000";"(62) 3920-3700";"carlagraci81@gmail.com     ";"PORTARIA Nº 10.225, DE 9 DE JANEIRO DE 2023";"1/17/2023 12:00:00 AM";"ATIVA"
"";"..";"MARAVILHA FLY SERVIÇOS AÉREO ESPECIALIZADO LTDA";"AEROCINEMATOGRAFIA, AERODEMONSTRAÇÃO, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROLEVANTAMENTO, AEROPUBLICIDADE, AEROREPORTAGEM, COMBATE A INCÊNDIOS";"AV. TANCREDO NEVES, N° 2.227, EDF. SALVADOR PRIME, TORRE WORK, SALA 1316";"SALVADOR";"BA";"41.810-021";"(71) 34516042 / (71) 999711888";"maravilhafly@gmail.com";"PORTARIA Nº 7.689";"3/30/2022 12:00:00 AM";"ATIVA"
"";"..";"FLYGREEN AERO AGRICOLA SERVICOS AEREOS ESPECIALIZADOS LTDA - ME";"AEROAGRÍCOLA";"LOTE 2364, GLEBA J. PER. IRRIGA JAÍBA, S/N";"JAÍBA";"MG";"39.508-000";"(31) 99984-6977";"marzobersan@gmail.com";"PORTARIA Nº 7857, DE 25 DE ABRIL DE 2022";"4/25/2022 12:00:00 AM";"ATIVA"
"";"..";"CHUÍ AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"ROPDOVIA MUNICIPAL LUCIANO FURAN, Nº2252, CASA B, BAIRRO TAMOIO.";"CRUZ ALTA";"RS";"98.050-500";"(55) 33220900 / (55) 33244422";"chuiaviacaoagricola@hotmail.com; joaooneideassis@gmail.com";"PORTARIA Nº 9.568, DE 20 DE OUTUBRO DE 2022";"10/26/2022 12:00:00 AM";"ATIVA"
"";"";"AEROCLUBE DO AMAZONAS";"VOOS PANORÂMICOS";" AV PROFESSOR NILTON LINS 300 / FLORES";"MANAUS";"AM";"69.058-030";"(92) 3651-1608 / (92) 98161-2685";"aeroclube.am@gmail.com    ";"PORTARIA Nº 15.832, DE 14 DE NOVEMBRO DE 2024";"11/25/2024 12:00:00 AM";"ATIVA"
"";"..";"EJ TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"AV. EMÍLIO ANTONON, Nº 901, SALA 04, 2º ANDAR, CHÁCARA AEROPORTO";"JUNDIAÍ";"SP";"13.212-010";"(19)0000000";"ejtaxi@provedor.com.br";"PORTARIA Nº 9.193, DE 15 DE SETEMBRO DE 2022";"9/21/2022 12:00:00 AM";"ATIVA"
"";"..";"AERONORTE TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"RUA JOVINO DINOÁ, Nº 1083-D, BAIRRO CENTRAL";"ALVARÃES";"AM";"68.900-075";"(96) 91772110";"kenzofu@hotmail.com";"PORTARIA Nº 10.528, DE 13 DE FEVEREIRO DE 2023";"2/16/2023 12:00:00 AM";"ATIVA"
"";"..";"FAMA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ESTRADA VICINAL JOSÉ BOCARDI ADM 030, S/N, KM 0,9, CAIXA POSTAL 01, BAIRRO CÓRREGO TOCANTINS";"ADAMANTINA";"SP";"17.800-000";"(17) 3323-3286";"famaaviacao@gmail.com //assessoria.cavok@globo.com ";"PORTARIA Nº 8394, DE 22 DE JUNHO DE 2022";"6/22/2022 12:00:00 AM";"ATIVA"
"";"..";"SERTEC -  ENGENHARIA E AEROLEVANTAMENTOS LTDA.";"AEROLEVANTAMENTO";"RUA ALBA GONZAGA 108 CENTRO ";"UNAÍ";"MG";"38.610-000";"(38) 3676-3788";"sertec38@hotmail.com    ";"PORTARIA Nº 7.503, DE 10 DE MARÇO DE 2022";"3/16/2022 12:00:00 AM";"ATIVA"
"";"..";"FENIX AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"AV. ISMAEL JOSÉ DO NASCIMENTO, Nº 1822-W - SALA 04 - JARDIM TANGARA II";"TANGARÁ DA SERRA";"MT";"78.300-000";"(65)33262547";"fenixaviacaoagr@gmail.com";"PORTARIA Nº 13.563, DE 11 DE JANEIRO DE 2024";"1/18/2024 12:00:00 AM";"ATIVA"
"";"..";"ICARAÍ TURISMO TÁXI AÉREO LTDA.";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROPUBLICIDADE, AEROREPORTAGEM, TÁXI-AÉREO";"AVENIDA DR. VITAL BRASIL, Nº 560, BAIRRO ESTAÇÃO";"ARAUCÁRIA";"PR";"83.705-174";"TEL/FAX: (41) 3614-2222 ";"icarai@icaraitaxiaereo.com.br; icaraitaxiaereo@gmail.com";"PORTARIA Nº 8188, DE 30 DE MAIO DE 2022";"5/30/2022 12:00:00 AM";"ATIVA"
"";"..";"HELISUL TÁXI AÉREO LTDA.";"AEROCINEMATOGRAFIA, AERODEMONSTRAÇÃO, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROLEVANTAMENTO, AEROMÉDICO, AEROPUBLICIDADE, AEROREPORTAGEM, COMBATE A INCÊNDIOS, OPERAÇÃO COM CARGA EXTERNA, TÁXI-AÉREO";"AVENIDA DAS CATARATAS,11.130 - IMÓVEL CATARATAS GLEBA I";"FOZ DO IGUAÇU";"PR";"85.853-000";"(45) 529-7474";"helisul@helisul.com.br";"PORTARIA Nº 10.190, DE 5 DE JANEIRO DE 2023";"1/12/2023 12:00:00 AM";"ATIVA"
"";"..";"SCR AERO AGRÍCOLA EIRELI";"AEROAGRÍCOLA, COMBATE A INCÊNDIOS";"RUA JÚLIO MARTINEZ BENEVIDES, 1203-S, EDIF HABITABEM SALA 01-C, JARDIM RIO PRETO";"TANGARÁ DA SERRA";"MT";"78.300-000";"(65) 33269313 / (65) 999661600";"scraeroagricola@gmail.com / matos.rodrigo@terra.com.br";"PORTARIA Nº 8.863, DE 16 DE AGOSTO DE 2022";"8/30/2022 12:00:00 AM";"ATIVA"
"";"..";"NORTH STAR TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"AVENIDA SENADOR CARLOS JEREISSATI, 3000, HANGAR Nº 7 NORTH STAR - AEROPORTO";"FORTALEZA";"CE";"60.741-900";"TEL/FAX: (85) 3257-5656 / 9038";"N/I";"PORTARIA Nº 8203, DE 01 DE JUNHO DE 2022";"6/1/2022 12:00:00 AM";"ATIVA"
"";"..";"ESQUADRILHA FOX DEMONSTRAÇÃO AÉREA LTDA (EX. EMPRESA DE DEMONSTRAÇÃO AÉREA DE BRASÍLIA)";"AERODEMONSTRAÇÃO";"SBS QD.2 BLOCO "E" SL 206 - ED. PRIME, SETOR BANCÁRIO SUL";"BRASÍLIA";"DF";"70.070-120";"(61) 999442303";"esquadrilhafox@gmail.com     ";"PORTARIA Nº 10.244, DE 9 DE JANEIRO DE 2023";"1/17/2023 12:00:00 AM";"ATIVA"
"";"..";"QUIMIGEL INDÚSTRIA, COMÉRCIO E S.A.E. LTDA.";"AEROAGRÍCOLA, COMBATE A INCÊNDIOS, TÁXI-AÉREO";"RUA ALBERTO JOSÉ ,Nº517";"TABOÃO DA SERRA";"SP";"06.787-370";"(19) 3879-4754";"climbaircraft@climbaircraft.com.br";"PORTARIA Nº 9.954, DE 6 DE DEZEMBRO DE 2022";"12/9/2022 12:00:00 AM";"ATIVA"
"";"..";"FOX AEROAGRÍCOLA LTDA";"AEROAGRÍCOLA";"AVENIDA 06, QD 33 - LT19 - ESTRELA DALVA VII";"LUZIÂNIA";"GO";"72.830-070";"(61) 99994-6083";"fernandopolese@icloud.com";"PORTARIA Nº 15.841, DE 18 DE NOVEMBRO DE 2024";"11/26/2024 12:00:00 AM";"ATIVA"
"";"..";"BANATEC SERVIÇOS AERO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"ESTRADA CAJATI - ITAPEÚNA, KM 10";"CAJATI";"SP";"11.950-000";"(47) 992 079 531";"clausblock@outlook.com";"PORTARIA Nº 9.044, DE 2 DE SETEMBRO DE 2022";"9/8/2022 12:00:00 AM";"ATIVA"
"";"..";"CANARANA AEROAGRÍCOLA LTDA";"AEROAGRÍCOLA, AEROFOTOGRAFIA";"  AVENIDA RIO GRANDE DO SUL 174, SALA 13, BAIRRO CENTRO";"CANARANA";"MT";"78.640-000";"(66)9618-3461/ (66) 9904-2889";"canaeragro@gmail.com";"PORTARIA Nº 9.838, DE 23 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"PRIME AVIATION TÁXI AÉREO E SERVIÇOS LTDA (EX. PRIME TÁXI AIR LTDA)";"TÁXI-AÉREO, TRANSPORTE AÉREO NÃO REGULAR";"AVENIDA CAUAXI, Nº 293, 8º ANDAR, SALA 816 - I, ALPHAVILLE";"BARUERI";"SP";"06.454-020";"(11) 41958307 / (11) 41958308";"diretoria@primeyou.com.br";"PORTARIA Nº 7.700";"3/31/2022 12:00:00 AM";"ATIVA"
"";"..";"FIGUEIREDO AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";" RODOVIA BR 376 -LINHA BARREIRAO 1 ZONA, SN, ZONA RURAL";"FÁTIMA DO SUL";"MS";"79.700-000";"(67) 99873-5417";"mossmann.ac@hotmail.com";"PORTARIA Nº 9.130, DE 12 DE SETEMBRO DE 2022";"9/16/2022 12:00:00 AM";"ATIVA"
"";"..";"RP AERO AGRICOLA LTDA (EX-DEFENSA AVIAÇÃO AGRÍCOLA LTDA)";"AEROAGRÍCOLA";" RUA ITAPURA, 966";"RIBEIRÃO PRETO";"SP";"14.090-281";"(16) 3627 4879";"rpaeroagricola@gmail.com  ";"PORTARIA Nº 10.419, DE 31 DE JANEIRO DE 2023";"2/2/2023 12:00:00 AM";"ATIVA"
"";"..";"UIRAPURU TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"PRAÇA BRIG. EDUARDO GOMES, S/N - TAG - VILA UNIÃO";"FORTALEZA";"CE";"60.422-721";"TEL: (85) 3272-5511 FAX: (85) 3272-5514";"opuirapuru@hotmail.com";"PORTARIA Nº 8237, DE 03 DE JUNHO DE 2022";"6/3/2022 12:00:00 AM";"ATIVA"
"";"..";"TERCEIRO MILÊNIO AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"AVENIDA MANOEL RIBAS, 1621, SALA 03, BAIRRO CENTRO";"GUARAPUAVA";"PR";"85.010-180";"(42) 31418030 / (42) 91293560";"contato@tmaa.com.br";"PORTARIA Nº 10.409, DE 30 DE JANEIRO DE 2023";"2/2/2023 12:00:00 AM";"ATIVA"
"";"..";"ROTORFLY TÁXI AÉREO E SERVIÇOS AÉREOS ESPECIALIZADOS LTDA.";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROPUBLICIDADE, AEROREPORTAGEM, TÁXI-AÉREO";"RUA FORTUNATO GRILEZONE, Nº 417, SALA 08, PARQUE JANDÁIA";"CARAPICUÍBA";"SP";"06.333-230";"16 3636-7476";"N/I";"PORTARIA Nº 7.814/spo, DE 18 DE ABRIL DE 2022.";"4/27/2022 12:00:00 AM";"ATIVA"
"LTG";"M3";"ABSA - AEROLINHAS BRASILEIRAS S.A.";"TRANSPORTE AÉREO NÃO REGULAR, TRANSPORTE AÉREO REGULAR";"AEROPORTO INTERNACIONAL DE VIRACOPOS, RODOVIA SANTOS DUMONT, KM 66, SISTEMA VIÁRIO PRINCIPAL, S/ Nº";"CAMPINAS";"SP";"13.052-970";"(11) 5582-8055";"gar@tam.com.br";"PORTARIA Nº 9429, DE 05 DE OUTUBRO DE 2022";"10/10/2022 12:00:00 AM";"ATIVA"
"";"..";"ESQUADRILHA CÉU DEMONSTRAÇÕES AÉREAS LTDA";"AERODEMONSTRAÇÃO";"AV. LÚCIO COSTA, 2930, BL. 08, APT. 403 - BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";"22.620-172";"(21) 98477-7438 ";"alfredoleta@grupoleauto.com.br ";"Portaria nº 11.668/SPO, DE 19 de junho de 2023.";"6/23/2023 12:00:00 AM";"ATIVA"
"OMI";"O1";"OMNI TÁXI AÉREO S.A.";"AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROMÉDICO, TÁXI-AÉREO, TRANSPORTE AÉREO NÃO REGULAR";"AV. AYRTON SENNA, 2541 RUA F1 LOTE 40 - AEROPORTO DE JACAREPAGUÁ - BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";"22.775-002";"(61) 98335-3444";"lira@plfconsultoria.com.br";"PORTARIA Nº 9.544, DE 18 DE OUTUBRO DE 2022";"10/26/2022 12:00:00 AM";"ATIVA"
"";"..";"VIAER SOLUÇÕES AERONÁUTICAS E AEROFOTOGRAFIA LTDA";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROINSPEÇÃO, AEROPUBLICIDADE, AEROREPORTAGEM";"AV. SANTOS DUMONT, 1620, BAIRRO BOA VISTA - CIDADE DE COMARCA LONDRINA";"LONDRINA";"PR";"86.039-090";"(43) 3029-4004/ (43) 99101-1200";"financeiro@viaer.com.br, viaer@me.com";"PORTARIA Nº 11.500, DE 31 DE MAIO DE 2023";"6/5/2023 12:00:00 AM";"ATIVA"
"";"..";"XINGU AERO AGRICOLA LTDA (ANTERIOR: RITTER AERO AGRÍCOLA LTDA)";"AEROAGRÍCOLA";"AVENIDA PASTOR ALCIMAR BORGES, Nº 137, QD. 77, LT. 24, CASA 01, SETOR CANADÁ";"ACREÚNA";"GO";"75.960-000";"(64) 999874441/ (64) 99618-4441";"aero.xingu@gmail.com";"PORTARIA Nº 9.800, DE 21 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"PULVAER AERO AGRÍCOLA LTDA. (EX: AGROLEAL AV. AGR.)";"AEROAGRÍCOLA";"RODOVIA BR 070, KM 376, S/Nº, AEROPORTO MUNICIPAL DE CAMPO VERDE, ZONA RURAL";"CAMPO VERDE";"MT";"78.840-000";"(66) 3419-3989 / (66) 99984-8004";"pulvaer@hotmail.com   ";"PORTARIA Nº 9.790, DE 21 DE NOVEMBRO DE 2022";"11/25/2022 12:00:00 AM";"ATIVA"
"";"..";"MODCLIMA SERVIÇOS AÉREOS ESPECIALIZADOS, PESQUISA E DESENVOLVIMENTO LTDA";"PROVOCAÇÃO ARTIFICIAL DE CHUVA OU MODIFICAÇÃO DE CLIMA, SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"AV SAO FRANCISCO DE ASSIS Nº 500, CX. 05, JARDIM SÃO JOSÉ";"BRAGANÇA PAULISTA";"SP";"12.916-350";"(11) 3842-9444 / (11) 94168-8856";"contato@modclima.com.br";"PORTARIA Nº 9.704, DE 7 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"MR TOP FLY ESCOLA DE AVIAÇÃO CIVIL LTDA";"LANÇAMENTO DE PARAQUEDISTAS";" RUA MADRE MARIA VICTORIA, 90 - SALA 801, CHARITAS";"NITERÓI";"RJ";"24.370-035";"(21) 3117-3777 / (21) 99642-3777 / (21) 99439-1717";"diretoria@mrtopfly.com.br; lopez.filho@mrtopfly.com.br   ";"PORTARIA Nº 8.110, DE 23 DE MAIO DE 2022";"5/31/2022 12:00:00 AM";"ATIVA"
"";"..";"AEROCÉU AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"ROD. GO 050, KM 01, S/N, À DIREITA 1 KM, ZONA URBANA - ";"CHAPADÃO DO CÉU";"GO";"75.828-000";".";".";"PORTARIA Nº 9.100, DE 8 DE SETEMBRO DE 2022";"9/13/2022 12:00:00 AM";"ATIVA"
"";"..";"ÁGUAS CLARAS AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RODOVIA BR 452, KM 231, ZONA RURAL, CAIXA POSTAL 04,";"SANTA JULIANA";"MG";"38.175-000";"TEL: (34) 3354-1140   FAX:(34) 3354-0912";"contato@aguasclarasaviacao.com.br";"PORTARIA Nº 7949, DE 05 DE MAIO DE 2022";"5/5/2022 12:00:00 AM";"ATIVA"
"";"..";"BRASIL AVIATION TÁXI AÉREO LTDA (EX- BRASIL VIDA CENTRO DE MANUTENÇÃO EIRELI)";"TÁXI-AÉREO";"AERÓDROMO BRIGADEIRO EPPINGHAUS, LT. 8A, GO 070, KM 05";"GOIÂNIA";"GO";"74.480-080";"(62)35958252/ (62)99968627";"srm@brasilaviation.com.br";"PORTARIA Nº 12.396, DE 4 DE SETEMBRO DE 2023";"9/11/2023 12:00:00 AM";"ATIVA"
"";"..";"SEMEAR AEROAGRÍCOLA LTDA";"AEROAGRÍCOLA";"RODOVIA MT-235, KM 10(À MARGEM DIREITA), S/N, BAIRRO ZONA RURAL";"CAMPO NOVO DO PARECIS";"MT";"78.360-000";"(65) 3382-1137 / (65) 99616-0301 / (65) 99804-9545 ";"cristina.albano@hotmail.com";"PORTARIA Nº 8588, DE 14 DE JULHO DE 2022";"7/25/2022 12:00:00 AM";"ATIVA"
"";"..";"BTN SERVIÇOS DE INFORMAÇÃO DO TRÂNSITO E SERVIÇOS AÉREOS ESPECIALIZADOS LTDA.";"AEROREPORTAGEM";"AVENIDA PAULISTA, 1636, ANDARES 17 E 18, CONJ. DUPLEX 7, BELA VISTA";"SÃO PAULO";"SP";"01.310-200";"(11) 2348-4141 / (11) 9-9998-9882";"regulatorio@trafficnet.com.br  ";"PORTARIA Nº 8.625, DE 19 DE JULHO DE 2022";"7/25/2022 12:00:00 AM";"ATIVA"
"";"..";"AGRO RAÇA AEROAGRÍCOLA EIRELI";"AEROAGRÍCOLA";"AVENIDA BETOMARCO, N." 506 - SALA 02 - CENTRO";"PORTO ALEGRE DO NORTE";"MT";"78.655-000";"(66) 84044899 / (66) 84044059";"agroracaaviacao@hotmail.com / cleriareginamossmann@hotmail.com";"PORTARIA Nº 9.035, DE 1º DE SETEMBRO DE 2022";"9/8/2022 12:00:00 AM";"ATIVA"
"";"..";"RGK AVIAÇÃO AGRÍCOLA EIRELI";"AEROAGRÍCOLA";"AVENIDA BORGES DE MEDEIROS, 1886 - SALA 01 - BAIRRO DOUTOR AYUB";"ITAQUI";"RS";"97.650-000";"(55) 3433 7550 / (55) 99701 5595";"rgkaviacaoagricola@hotmail.com";"PORTARIA Nº 9.609, DE 25 DE OUTUBRO DE 2022";"10/31/2022 12:00:00 AM";"ATIVA"
"";"..";"RASANTE AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";" RODOVIA GO 320, Nº 82, GALPÃO AEROPORTO, SALA 02, ZONA RURAL";"VICENTINÓPOLIS";"GO";"75.555-000";"(64) 99983-6005";"rasante.aviacao@gmail.com     ";"PORTARIA Nº 14.094, DE 14 DE MARÇO DE 2024";"3/25/2024 12:00:00 AM";"ATIVA"
"";"..";"VISUAL PROPAGANDA AÉREA EIRELI.";"AEROPUBLICIDADE";"RUA JOÃO ANTÔNIO DE OLIVEIRA, 1053, CASA 3, MOOCA";"SÃO PAULO";"SP";"03.111-001";"(11) 2081-1377";"visual@visualnoar.com.br";"PORTARIA Nº 13.063, DE 3 DE NOVEMBRO DE 2023";"11/9/2023 12:00:00 AM";"ATIVA"
